X,Y
4753568,6621.12
6464628,9527.29
3316650,4746.09
2769361,3938.54
3538509,5004.07
1204798,1671.52
1635459,2272.11
1787917,2480.4
1362666,1906.02
3029995,4235.35
1451283,1991.88
1045853,1429.46
2248691,3060.59
1199464,1687.44
1155009,1647
2381717,3401.42
1300643,1852.52
1681308,2384.65
2493654,3534.56
1401308,1969.16
1832319,2561.91
1604324,2231.58
1468343,2058.33
4868511,6958.79
2956023,4163.7
1282978,1791.19
1398679,1947.98
2298138,3228.51
901208,1250.08
778141,1074.7
1518494,2088.3
1024054,1414.49
1140212,1568.72
3289526,4614.1
8549636,12302.18
2430227,3446.81
1427614,1988.02
1515003,2088.78
1451654,1996.69
1175233,1646.87
1987955,2823.73
3056272,4351.61
3754038,5255.56
3576969,4878.82
1271947,1687.67
1656721,2195.84
2012357,2649.89
1884426,2501.25
1887075,2518.99
3903542,5074
2283784,3004.79
1587827,2112.71
1093389,1448.93
1306338,1726.29
1612081,2157.91
1689644,2259.91
1296935,1718.88
2125346,2871.1
942568,1269.1
1144671,1539.68
5379977,7243.79
2810587,3671.52
2735697,3551.68
2563561,3275.46
2162032,2715.77
3585896,4327.25
1408701,1784.79
2792498,3546.81
447117,563.25
732869,923.88
1717907,2178.65
1489092,1881.45
1662070,2116.66
2902578,3705.09
4305954,5461.09
900666,1119.05
2825223,3554.62
2390316,2952.57
690551,826.5
866406,1034.82
1783456,2152.68
549738,651.64
581341,689.22
658231,777.45
692008,819.71
676137,797.88
1383549,1646.87
1787665,2143.66
1438192,1732.8
1396870,1705.09
466672,561.05
1085102,1306.62
641976,776.14
1068540,1287.08
688646,825.83
1103386,1319.18
596225,704.54
622661,731.78
526190,625.29
1207381,1437.25
654231,772.29
745000,868.5
894057,1054.9
1356187,1638.36
717595,860.64
869948,1042.22
2142054,2587.18
1949554,2396.79
984070,1199.34
782130,943.57
716365,863.98
892645,1079.74
1572869,1904.59
765331,918.68
928735,1116.52
788617,938.67
1050521,1254.56
648096,765.29
1147382,1370.59
1327276,1576.32
1663091,1986.04
831737,1013.25
1532533,1873.57
1627181,1972.21
1922207,2319.85
3588313,4282.06
1382616,1653.92
1230385,1478.76
1469400,1792.49
839802,1006.63
2062464,2442.85
1396728,1617.02
964165,1109.23
1082982,1250.14
1609295,1852.75
1170769,1358.32
1177827,1370.57
1555016,1812.31
1677380,1927.34
1377634,1536.64
1260507,1382.47
1220668,1351.06
1481271,1591.12
1639500,1719.38
2381968,2512.03
9364686,9939.52
758132,809.55
1037357,1111.6
1151733,1253.34
1340622,1431.57
1429030,1493.94
1268061,1304.05
1341261,1412.03
1091675,1163.62
2087141,2152.86
5524328,6005.93
1654991,1954.04
1109232,1349
1227619,1528.91
797137,976.55
1120485,1366.68
877186,1080.52
734748,923.04
592819,752.61
925581,1162.35
1539708,1901.94
655053,815.65
682689,855.91
1084192,1349.05
1322358,1613.85
1278069,1560.91
1411260,1766.28
2065711,2571.55
1756768,2297.61
1431102,1916.53
1907971,2586.28
1353097,1896.92
1201860,1714.3
1284440,1841.84
1034747,1461.84
834054,1225.47
1502760,2195.84
950484,1367.84
781067,1148.71
1464755,2140.74
1746109,2531.27
1260484,1794.94
780709,1125.27
1428993,2070.14
561726,796.72
609093,864.77
1040800,1486.74
1147660,1633.27
1707401,2391.93
1191657,1629.29
589790,789.08
773849,1035.44
836942,1118.18
704236,947.59
1152536,1547.19
1271238,1729
476940,644.25
758581,1014.28
689892,932.1
565383,771.53
911482,1240.7
849968,1165.48
1152280,1578.15
1904180,2570.62
613392,825.13
842444,1119.09
1149754,1547.91
488288,637.58
922793,1205.33
1152357,1523.05
580961,744.3
737584,940.98
100180,128.04
525833,666.03
1107840,1418.14
858491,1083.85
892494,1160.19
557561,739.23
519168,686.8
621684,822.29
774022,1040.85
2084196,2844.74
593469,807.08
881996,1204.09
734224,1020.96
413539,572.15
589717,812.5
2469431,3446.98
405056,544.71
357403,477.91
591991,794.31
1428493,1914.35
1028678,1368.62
566886,764.14
1317037,1775
846622,1126.76
994870,1320.85
1009128,1321.99
746173,980.21
1218988,1576.66
915110,1171.44
1009942,1269.48
1253307,1587.58
1011551,1258.15
1055109,1308.78
1284630,1605.09
623623,782.08
1284690,1602.92
695624,859.2
939558,1176.89
789201,970.86
784377,972.27
1042265,1276.1
1569358,1940.34
1414288,1692.06
1349442,1626.4
2496844,2994.97
4688477,5772.22
1927201,2277.36
2716732,3164.18
2010188,2394.47
3490011,4145.58
6857158,8010
1404188,1656.95
5056575,5810.86
3763375,4533.74
1043785,1359.79
1354813,1801.53
1504926,2003.37
2189190,2943.2
798673,1050.35
1714304,2261.48
1074691,1418.21
1197225,1614.87
1269206,1750.14
1248444,1752.87
992867,1417.95
3835649,5520.4
1550830,2216.78
2117898,3027.33
1673236,2374.57
2328615,3262.18
1848759,2523.61
1150281,1589.08
1294926,1779.17
1245996,1720.29
1542474,2176.94
2009103,2839.13
1310150,1823.96
1965237,2742.65
2394358,3378.35
2108950,2921.63
804974,1109.54
1530200,2113.74
1974367,2707.3
1720786,2348.59
1590741,2140.22
1049069,1413.1
1608817,2183.57
3133999,4355.13
1260314,1687.12
1032972,1412.33
1826569,2501
2667661,3586.44
4332991,5696.62
1397938,1809.6
928889,1240.8
2736280,3687.65
1696146,2271.11
2115793,2837.31
1019044,1377.75
1278156,1720.83
970883,1292.67
2239733,2962.18
1341209,1716.65
1933262,2490.3
2641286,3422.1
1586596,2149.62
799419,1095.41
877704,1200.24
1937914,2617.89
756591,1047.42
2132044,2926.25
2271136,3142.58
2077218,2965.56
569531,827.64
1343454,1949.39
5132085,7496.33
909189,1353.39
1118631,1662.47
872187,1292.69
1010894,1497.68
702795,1028.35
1648427,2418.83
1138811,1688.58
1497623,2226.75
2232739,3278.78
1373721,2005.47
2227212,3217.77
3019872,4303.91
2341680,3334.45
1572681,2211.64
2366296,3275.22
2281538,3207.9
1785800,2584.34
1103984,1584.73
2456804,3487.14
1836583,2617.78
3701269,5266.83
3007045,4300.52
1179218,1748.12
2312755,3494.39
2719219,4056.15
3096387,4690.1
1753170,2696.67
1223180,1947.21
1373494,2177.09
4215595,6782.77
3122578,5017.83
6349564,10128.78
852909,1296.8
1142129,1737.96
1810409,2737.89
843471,1273.34
575050,867.44
1383972,2073.89
818899,1214.3
2099157,3052.8
2029247,3012.11
1566031,2326.57
1328198,1961.73
1229406,1821.99
1834524,2762.52
1776564,2744.14
1268390,1989.44
1416285,2211.87
1343251,2069.88
2248388,3513.26
2130596,3406.94
1773712,2802.86
1354766,2151.99
2281047,3668.1
1419036,2253.68
2204041,3543.11
4314580,6991.32
1211587,1902.4
816168,1263.62
1540677,2393.9
2960597,4531.01
1546220,2388.09
1404899,2178.49
1614558,2559.44
2886605,4624.45
1377032,2161.16
1122120,1762.78
696970,1087.98
1565871,2463.48
1727098,2675.02
1131718,1735.14
1719968,2596.83
1470539,2209.3
1392578,2126.97
2403931,3759.09
1567779,2516.83
1927234,3110.99
5423705,8901.67
4094370,6490.15
2823390,4476.22
1819031,2885.37
1634586,2614.45
2437301,3892.41
2326838,3695.01
2696995,4264.27
1211357,1895.53
1000172,1563.52
1299810,2007.98
1183917,1848.1
1383172,2140.11
1558189,2417.14
1647105,2590.49
4013444,6224.83
2292977,3501.39
2770541,4090.99
2390258,3565.59
1873161,2866.56
2043127,3114.04
535692,809.15
1347935,2033.66
747441,1113.03
913003,1355.87
999836,1464.89
6940283,10234.09
1396448,2066.45
1657451,2437.44
1456641,2155.17
1538715,2274.32
4975475,7111.7
2871674,4237.13
1510454,2301.64
1376256,2134.25
1006074,1568.11
1102295,1720.32
1339740,2092.18
1580445,2519.47
1451138,2363.59
1691661,2754.59
2826458,4640.58
3473392,5601.51
1893457,3041.02
3713876,6004.17
7062154,11306.09
1634296,2529.82
1704935,2627.56
1832296,2872.28
1541039,2423.46
1670273,2614.65
3713745,5966.47
1709932,2730.7
4643861,7408.49
2634731,4078.76
2038270,3157.95
1887415,2959.17
1662143,2634.39
1570697,2497.12
2600609,4160.75
2428509,3948.85
2713036,4416.86
4750346,7604.24
4589900,7236.35
1079352,1700.6
1153614,1806.42
1019575,1603.41
526665,833.42
2010555,3147.75
2584790,4011.2
2073712,3207.19
3946921,6023.07
2254205,3500.78
1967222,3097.04
2022489,3195.34
3624666,5845.16
3216539,5202.87
1524087,2437.49
2284463,3656.4
1198264,1915.37
1917772,3068.51
2096263,3353.22
2924724,4637.96
2973253,4790.09
2219635,3644.9
3086572,5186.1
4342518,7371.9
6277667,10619.19
2243468,3674.2
2748845,4396.31
3786842,6123.67
2733612,4600.91
4325265,7303.7
6185414,10330.87
1964477,3201.93
2016606,3317.68
3403585,5606.74
4436559,7205.7
5685443,9057.72
1808768,2799.1
1903051,2958.67
1611331,2468.07
3046168,4605.77
1030109,1584.33
954442,1463.14
1498748,2339.38
1273200,1989.69
1803100,2856.86
3127760,4947.97
1835749,2870.42
1212265,1865.07
1220808,1853.86
1521138,2307.57
1282122,1971.83
1212104,1839.77
2393314,3610.85
1557133,2398.36
1890055,2934.91
1788911,2762.97
1677773,2598.58
2361557,3662.11
4155508,6392.01
2757448,4221.98
2789011,4288.36
3156927,4866.55
2894662,4543.21
3001729,4724.96
2700600,4300.12
1938059,3108.11
4974108,7996.8
2116223,3358.75
2539258,3960.97
1859780,2848.19
2443696,3695.88
3188567,4841.91
3284116,5096.64
3488714,5442.65
3349829,5446.75
2054919,3444.07
4246788,7163.27
5474004,9344.38
3796609,6649.77
5379012,9371.11
5884830,10218.17
5470675,9358.11
5084653,8519.47
4512185,7627.68
4394262,7365.66
8915917,15024.93
2474896,4041.91
2957708,4823.27
3059834,5065.77
2644231,4387.12
4149164,6818.61
6509643,10888.76
4131952,6987.01
7414725,12678.57
11693055,20262.26
8772925,15130.67
17064363,28176.94
2556595,3917.45
4764627,7258.03
3014557,4531.68
3308467,4880.48
4293795,6351.86
5050078,7548.4
1655825,2593.44
1748577,2720.85
5629757,9004.67
3014828,4730.58
3246095,5062.35
2539045,3905.09
3351574,5141.38
4970218,7374.52
3658879,5314.8
2208007,3207.68
1851834,2725.39
2352331,3463.9
1789879,2598.42
1219063,1762.88
1475651,2114.43
979792,1424.64
1231593,1800.54
1058888,1560.97
1207233,1796.36
2460179,3708.75
1294813,1973.43
1452937,2217.95
1867200,2878.25
3277200,5157.88
2243023,3541.28
2939902,4642.58
4644106,7195.4
1148162,1740.82
1464343,2245.4
1788771,2734.32
2017657,3102.94
3183552,4917.5
1476512,2224.22
1970278,2998
2346430,3557.03
2596842,3983.2
4863298,7412.34
4143774,6228.57
3912192,5700.15
3147980,4474.49
1763657,2526.9
1214418,1736.63
1239544,1776.32
125170,179.78
2771806,3999.94
1578311,2243.74
1982788,2815.35
926631,1329.52
1237254,1760.76
1240884,1793.26
2109508,3090.43
2110986,3045.88
2127241,3064.66
2910251,4163.87
3010530,4256.23
2317544,3259.93
2995506,4182.18
2979960,4105.11
1852558,2600.32
1868445,2619.52
1034913,1469.54
613301,873.85
1204144,1711.81
784045,1105.59
882447,1241.11
1294179,1811.73
1078151,1500
1060283,1490.75
1390278,1979.3
1486914,2145.07
1465761,2119.11
1411856,2030.88
2053488,2944.82
2905219,4119.2
1418289,2041.25
2866989,4052.98
2140205,3023.42
2555790,3603.27
4943283,7005.22
2441955,3477.95
2281455,3211.22
1798083,2557.45
2015494,2929.81
1191923,1769.79
4586839,6885.96
1992324,2959.65
2549468,3774.17
1884689,2784.42
2142240,3209.54
1117786,1695.44
2175698,3309.89
2340369,3600.63
2520546,3988.81
1740722,2738.72
2122772,3343.22
1244854,1950.31
1538685,2411.31
1816178,2819.87
2116255,3351.03
1958707,3160.15
2258565,3620.28
3188036,5054.86
3624182,5797.01
10232143,16618.38
2997231,4683.08
3101414,4817.62
5456617,8298.94
1833784,2704.13
1672571,2462.36
1678569,2443.6
1279705,1834.35
1102791,1608.29
1185509,1745.97
1285575,1889.48
1821331,2689.55
2508890,3674.98
1385102,2029.35
1565641,2304.46
1547460,2267.72
2227417,3286.14
2063513,3091.19
2020588,3005.77
3615167,5318.02
1855005,2699.14
2505101,3641.28
2305892,3285.91
2315264,3306.1
2997918,4355.49
2756146,4034.8
3835593,5596.79
5738832,8407.83
4246087,6161.68
11917625,17299.48
1842456,2891.59
1954941,3059.76
1175152,1883.24
2358582,3874.98
2080746,3437.64
1762917,2960.86
512878,868.66
3726470,6227.17
3033400,4991.85
1918758,3158.04
2067392,3350.14
1058274,1733.67
4412267,7337.93
4943284,8096.77
1228667,1950.57
1598301,2583.68
3257249,5252.89
2540836,4163.49
2724697,4381.6
1145582,1805.49
1281419,2039.09
1880046,3030.76
3124853,4978.8
2049580,3204.49
1720413,2688.94
