reefer_mmsi,fishing_mmsi,latitude,longitude,event_start_time,event_end_time,reefer_flag_iso3,fishing_flag_iso3
374610000,412270002,-62.764762879442735,-59.14270241473253,2016-03-29 18:20:00,2016-04-01 03:30:00,PAN,CHN
374610000,412280982,-62.97966610304091,-58.875296159236356,2016-03-28 01:20:00,2016-03-28 11:20:00,PAN,CHN
374610000,412280982,-62.93497276305,-58.7741889954,2016-03-27 18:50:00,2016-03-27 22:00:00,PAN,CHN
374610000,412280982,-62.55021575133153,-59.09931262480064,2016-05-31 11:00:00,2016-05-31 20:40:00,PAN,CHN
374610000,412280982,-62.550525478330506,-59.061750160429916,2016-05-31 14:20:00,2016-05-31 20:40:00,PAN,CHN
374610000,412270002,-62.45837505100713,-59.041248594829064,2016-06-01 16:30:00,2016-06-02 01:40:00,PAN,CHN
374610000,412280982,-62.730633620227934,-58.51096885297617,2016-04-01 13:30:00,2016-04-01 21:30:00,PAN,CHN
374610000,412270002,-62.78693026170039,-61.178010677819955,2016-03-24 23:40:00,2016-03-25 03:00:00,PAN,CHN
374610000,412270002,-62.701357540610346,-61.00362674053568,2016-03-25 12:50:00,2016-03-25 19:20:00,PAN,CHN
374610000,412280982,-62.83256115214675,-59.10803832917311,2016-03-27 04:00:00,2016-03-27 12:20:00,PAN,CHN
374610000,412270002,-62.48156866134533,-59.2200853650941,2016-06-01 02:40:00,2016-06-02 01:40:00,PAN,CHN
374610000,412280982,-62.48605246262207,-59.72131474586264,2016-05-13 17:20:00,2016-05-13 23:40:00,PAN,CHN
374610000,412280982,-62.48574855359713,-59.72028914869973,2016-05-14 22:40:00,2016-05-15 01:50:00,PAN,CHN
374290000,412300376,42.292412205121565,152.97060579328257,2016-10-14 19:10:00,2016-10-15 02:50:00,PAN,CHN
374290000,412300376,42.28250372959188,153.00959881821194,2016-10-14 19:10:00,2016-10-15 06:20:00,PAN,CHN
374290000,412420577,-19.691742589296116,-80.10599193726871,2016-12-13 13:50:00,2016-12-13 19:30:00,PAN,CHN
529874000,412424491,-18.61961490765201,-80.21612277422386,2016-12-17 16:20:00,2016-12-18 03:10:00,KIR,CHN
